Jurisdiction,Month,Year,Number_fires
Nova Scotia,January,2003,
Nova Scotia,March,2003,2.0
Nova Scotia,April,2003,75.0
Nova Scotia,May,2003,100.0
Nova Scotia,June,2003,28.0
Nova Scotia,July,2003,30.0
Nova Scotia,August,2003,16.0
Nova Scotia,September,2003,13.0
Nova Scotia,October,2003,8.0
Nova Scotia,November,2003,
Ontario,January,2003,28.0
Ontario,February,2003,25.0
Ontario,March,2003,37.0
Ontario,April,2003,95.0
Ontario,May,2003,121.0
Ontario,June,2003,288.0
Ontario,July,2003,133.0
Ontario,August,2003,204.0
Ontario,September,2003,31.0
Ontario,October,2003,18.0
Ontario,November,2003,23.0
Ontario,December,2003,40.0
Prince Edward Island,January,2003,0.0
Prince Edward Island,February,2003,0.0
Prince Edward Island,March,2003,0.0
Prince Edward Island,April,2003,2.0
Prince Edward Island,May,2003,7.0
Prince Edward Island,June,2003,0.0
Prince Edward Island,July,2003,0.0
Prince Edward Island,August,2003,1.0
Prince Edward Island,September,2003,2.0
Prince Edward Island,October,2003,1.0
Prince Edward Island,November,2003,1.0
Prince Edward Island,December,2003,0.0
Quebec,February,2003,
Quebec,March,2003,
Quebec,April,2003,39.0
Quebec,May,2003,254.0
Quebec,June,2003,193.0
Quebec,July,2003,78.0
Quebec,August,2003,91.0
Quebec,September,2003,53.0
Quebec,October,2003,12.0
Quebec,November,2003,
Quebec,December,2003,
Saskatchewan,January,2003,
Saskatchewan,February,2003,
Saskatchewan,March,2003,
Saskatchewan,April,2003,48.0
Saskatchewan,May,2003,135.0
Saskatchewan,June,2003,73.0
Saskatchewan,July,2003,221.0
Saskatchewan,August,2003,146.0
Saskatchewan,September,2003,15.0
Saskatchewan,October,2003,20.0
Saskatchewan,November,2003,
Saskatchewan,December,2003,
Yukon,January,2003,
Yukon,March,2003,
Yukon,April,2003,3.0
Yukon,May,2003,13.0
Yukon,June,2003,30.0
Yukon,July,2003,20.0
Yukon,August,2003,4.0
Yukon,September,2003,2.0
Yukon,October,2003,
Yukon,November,2003,5.0
Yukon,December,2003,
Alberta,January,2004,3.0
Alberta,February,2004,3.0
Alberta,March,2004,9.0
Alberta,April,2004,230.0
Alberta,May,2004,300.0
Alberta,June,2004,283.0
Alberta,July,2004,658.0
Alberta,August,2004,122.0
Alberta,September,2004,43.0
Alberta,October,2004,27.0
Alberta,November,2004,3.0
Alberta,December,2004,2.0
British Columbia,January,2004,
British Columbia,February,2004,2.0
British Columbia,March,2004,43.0
British Columbia,April,2004,178.0
British Columbia,May,2004,132.0
British Columbia,June,2004,637.0
British Columbia,July,2004,630.0
British Columbia,August,2004,719.0
British Columbia,September,2004,38.0
British Columbia,October,2004,36.0
British Columbia,November,2004,2.0
British Columbia,December,2004,1.0
Manitoba,January,2004,
Manitoba,February,2004,
Manitoba,March,2004,
Manitoba,April,2004,7.0
Manitoba,May,2004,8.0
Manitoba,June,2004,2.0
Manitoba,July,2004,35.0
Manitoba,August,2004,2.0
Manitoba,September,2004,
Manitoba,October,2004,
Manitoba,November,2004,
Manitoba,December,2004,
New Brunswick,March,2004,
New Brunswick,April,2004,57.0
New Brunswick,May,2004,118.0
New Brunswick,June,2004,41.0
New Brunswick,July,2004,14.0
New Brunswick,August,2004,11.0
New Brunswick,September,2004,8.0
New Brunswick,October,2004,6.0
New Brunswick,November,2004,1.0
New Brunswick,December,2004,
Newfoundland and Labrador,January,2004,
Newfoundland and Labrador,March,2004,
Newfoundland and Labrador,April,2004,1.0
Newfoundland and Labrador,May,2004,66.0
Newfoundland and Labrador,June,2004,16.0
Newfoundland and Labrador,July,2004,14.0
Newfoundland and Labrador,August,2004,23.0
Newfoundland and Labrador,September,2004,3.0
Newfoundland and Labrador,October,2004,1.0
Newfoundland and Labrador,November,2004,
Newfoundland and Labrador,December,2004,
Northwest Territories,January,2004,
Northwest Territories,February,2004,
Northwest Territories,April,2004,
Northwest Territories,May,2004,3.0
Northwest Territories,June,2004,51.0
Northwest Territories,July,2004,206.0
Northwest Territories,August,2004,27.0
Northwest Territories,September,2004,9.0
Northwest Territories,October,2004,2.0
Northwest Territories,November,2004,1.0
Northwest Territories,December,2004,
Nova Scotia,January,2004,
Nova Scotia,March,2004,
Nova Scotia,April,2004,31.0
Nova Scotia,May,2004,137.0
Nova Scotia,June,2004,52.0
Nova Scotia,July,2004,11.0
Nova Scotia,August,2004,15.0
Nova Scotia,September,2004,8.0
Nova Scotia,October,2004,4.0
Nova Scotia,November,2004,1.0
Ontario,January,2004,
Ontario,February,2004,
Ontario,March,2004,
Ontario,April,2004,34.0
Ontario,May,2004,64.0
Ontario,June,2004,79.0
Ontario,July,2004,101.0
Ontario,August,2004,99.0
Ontario,September,2004,40.0
Ontario,October,2004,18.0
Ontario,November,2004,
Ontario,December,2004,
Prince Edward Island,January,2004,0.0
Prince Edward Island,February,2004,0.0
Prince Edward Island,March,2004,0.0
Prince Edward Island,April,2004,1.0
Prince Edward Island,May,2004,14.0
Prince Edward Island,June,2004,3.0
Prince Edward Island,July,2004,0.0
Prince Edward Island,August,2004,1.0
Prince Edward Island,September,2004,0.0
Prince Edward Island,October,2004,1.0
Prince Edward Island,November,2004,0.0
Prince Edward Island,December,2004,0.0
Quebec,February,2004,
Quebec,March,2004,
Quebec,April,2004,32.0
Quebec,May,2004,82.0
Quebec,June,2004,77.0
Quebec,July,2004,39.0
Quebec,August,2004,26.0
Quebec,September,2004,36.0
Quebec,October,2004,29.0
Quebec,November,2004,1.0
Quebec,December,2004,
Saskatchewan,January,2004,
Saskatchewan,February,2004,2.0
Saskatchewan,March,2004,1.0
Saskatchewan,April,2004,19.0
Saskatchewan,May,2004,80.0
Saskatchewan,June,2004,26.0
Saskatchewan,July,2004,166.0
Saskatchewan,August,2004,31.0
Saskatchewan,September,2004,3.0
Saskatchewan,October,2004,3.0
Saskatchewan,November,2004,1.0
Saskatchewan,December,2004,
Yukon,January,2004,
Yukon,March,2004,
Yukon,April,2004,
Yukon,May,2004,5.0
Yukon,June,2004,138.0
Yukon,July,2004,100.0
Yukon,August,2004,33.0
Yukon,September,2004,5.0
Yukon,October,2004,1.0
Yukon,November,2004,
Yukon,December,2004,
Alberta,January,2005,4.0
Alberta,February,2005,8.0
Alberta,March,2005,4.0
Alberta,April,2005,205.0
Alberta,May,2005,443.0
Alberta,June,2005,283.0
Alberta,July,2005,250.0
Alberta,August,2005,89.0
Alberta,September,2005,65.0
Alberta,October,2005,35.0
Alberta,November,2005,30.0
Alberta,December,2005,9.0
British Columbia,January,2005,2.0
British Columbia,February,2005,9.0
British Columbia,March,2005,15.0
British Columbia,April,2005,116.0
British Columbia,May,2005,275.0
British Columbia,June,2005,90.0
British Columbia,July,2005,146.0
British Columbia,August,2005,254.0
British Columbia,September,2005,84.0
British Columbia,October,2005,8.0
British Columbia,November,2005,7.0
British Columbia,December,2005,
Manitoba,January,2005,
Manitoba,February,2005,
Manitoba,March,2005,
Manitoba,April,2005,34.0
Manitoba,May,2005,32.0
Manitoba,June,2005,22.0
Manitoba,July,2005,140.0
Manitoba,August,2005,21.0
Manitoba,September,2005,2.0
Manitoba,October,2005,3.0
Manitoba,November,2005,
Manitoba,December,2005,
New Brunswick,March,2005,
New Brunswick,April,2005,137.0
New Brunswick,May,2005,41.0
New Brunswick,June,2005,39.0
New Brunswick,July,2005,29.0
New Brunswick,August,2005,49.0
New Brunswick,September,2005,12.0
New Brunswick,October,2005,1.0
New Brunswick,November,2005,1.0
New Brunswick,December,2005,
Newfoundland and Labrador,January,2005,
Newfoundland and Labrador,March,2005,
Newfoundland and Labrador,April,2005,6.0
Newfoundland and Labrador,May,2005,34.0
Newfoundland and Labrador,June,2005,31.0
Newfoundland and Labrador,July,2005,23.0
Newfoundland and Labrador,August,2005,14.0
Newfoundland and Labrador,September,2005,7.0
Newfoundland and Labrador,October,2005,
Newfoundland and Labrador,November,2005,
Newfoundland and Labrador,December,2005,
Northwest Territories,January,2005,
Northwest Territories,February,2005,
Northwest Territories,April,2005,
Northwest Territories,May,2005,15.0
Northwest Territories,June,2005,43.0
Northwest Territories,July,2005,194.0
Northwest Territories,August,2005,5.0
Northwest Territories,September,2005,3.0
Northwest Territories,October,2005,1.0
Northwest Territories,November,2005,
Northwest Territories,December,2005,
Nova Scotia,January,2005,
Nova Scotia,March,2005,3.0
Nova Scotia,April,2005,155.0
Nova Scotia,May,2005,12.0
Nova Scotia,June,2005,39.0
Nova Scotia,July,2005,15.0
Nova Scotia,August,2005,41.0
Nova Scotia,September,2005,22.0
Nova Scotia,October,2005,2.0
Nova Scotia,November,2005,
Ontario,January,2005,
Ontario,February,2005,
Ontario,March,2005,
Ontario,April,2005,86.0
Ontario,May,2005,159.0
Ontario,June,2005,194.0
Ontario,July,2005,602.0
Ontario,August,2005,708.0
Ontario,September,2005,212.0
Ontario,October,2005,14.0
Ontario,November,2005,3.0
Ontario,December,2005,
Prince Edward Island,January,2005,0.0
Prince Edward Island,February,2005,0.0
Prince Edward Island,March,2005,0.0
Prince Edward Island,April,2005,8.0
Prince Edward Island,May,2005,1.0
Prince Edward Island,June,2005,1.0
Prince Edward Island,July,2005,0.0
Prince Edward Island,August,2005,1.0
Prince Edward Island,September,2005,0.0
Prince Edward Island,October,2005,0.0
Prince Edward Island,November,2005,1.0
Prince Edward Island,December,2005,1.0
Quebec,February,2005,
Quebec,March,2005,
Quebec,April,2005,104.0
Quebec,May,2005,259.0
Quebec,June,2005,160.0
Quebec,July,2005,431.0
Quebec,August,2005,313.0
Quebec,September,2005,104.0
Quebec,October,2005,3.0
Quebec,November,2005,1.0
Quebec,December,2005,
Saskatchewan,January,2005,
Saskatchewan,February,2005,
Saskatchewan,March,2005,
Saskatchewan,April,2005,15.0
Saskatchewan,May,2005,76.0
Saskatchewan,June,2005,32.0
Saskatchewan,July,2005,191.0
Saskatchewan,August,2005,17.0
Saskatchewan,September,2005,5.0
Saskatchewan,October,2005,2.0
Saskatchewan,November,2005,
Saskatchewan,December,2005,
Yukon,January,2005,
Yukon,March,2005,
Yukon,April,2005,1.0
Yukon,May,2005,12.0
Yukon,June,2005,45.0
Yukon,July,2005,20.0
Yukon,August,2005,4.0
Yukon,September,2005,1.0
Yukon,October,2005,
Yukon,November,2005,
Yukon,December,2005,
Alberta,January,2006,22.0
Alberta,February,2006,19.0
Alberta,March,2006,50.0
Alberta,April,2006,355.0
Alberta,May,2006,399.0
Alberta,June,2006,354.0
Alberta,July,2006,546.0
Alberta,August,2006,154.0
Alberta,September,2006,141.0
Alberta,October,2006,56.0
Alberta,November,2006,6.0
Alberta,December,2006,5.0
British Columbia,January,2006,3.0
British Columbia,February,2006,3.0
British Columbia,March,2006,9.0
British Columbia,April,2006,176.0
British Columbia,May,2006,203.0
British Columbia,June,2006,233.0
British Columbia,July,2006,1086.0
British Columbia,August,2006,507.0
British Columbia,September,2006,285.0
British Columbia,October,2006,80.0
British Columbia,November,2006,2.0
British Columbia,December,2006,
Manitoba,January,2006,
Manitoba,February,2006,
Manitoba,March,2006,
Manitoba,April,2006,45.0
Manitoba,May,2006,26.0
Manitoba,June,2006,237.0
Manitoba,July,2006,172.0
Manitoba,August,2006,116.0
Manitoba,September,2006,81.0
Manitoba,October,2006,6.0
Manitoba,November,2006,1.0
Manitoba,December,2006,
New Brunswick,March,2006,19.0
New Brunswick,April,2006,154.0
New Brunswick,May,2006,64.0
New Brunswick,June,2006,9.0
New Brunswick,July,2006,33.0
New Brunswick,August,2006,22.0
New Brunswick,September,2006,8.0
New Brunswick,October,2006,1.0
New Brunswick,November,2006,
New Brunswick,December,2006,
Newfoundland and Labrador,January,2006,
Newfoundland and Labrador,March,2006,
Newfoundland and Labrador,April,2006,6.0
Newfoundland and Labrador,May,2006,33.0
Newfoundland and Labrador,June,2006,5.0
Newfoundland and Labrador,July,2006,9.0
Newfoundland and Labrador,August,2006,7.0
Newfoundland and Labrador,September,2006,3.0
Newfoundland and Labrador,October,2006,
Newfoundland and Labrador,November,2006,
Newfoundland and Labrador,December,2006,
Northwest Territories,January,2006,
Northwest Territories,February,2006,
Northwest Territories,April,2006,
Northwest Territories,May,2006,1.0
Northwest Territories,June,2006,34.0
Northwest Territories,July,2006,59.0
Northwest Territories,August,2006,63.0
Northwest Territories,September,2006,9.0
Northwest Territories,October,2006,1.0
Northwest Territories,November,2006,
Northwest Territories,December,2006,
Nova Scotia,January,2006,1.0
Nova Scotia,March,2006,87.0
Nova Scotia,April,2006,69.0
Nova Scotia,May,2006,29.0
Nova Scotia,June,2006,1.0
Nova Scotia,July,2006,6.0
Nova Scotia,August,2006,10.0
Nova Scotia,September,2006,12.0
Nova Scotia,October,2006,1.0
Nova Scotia,November,2006,
Ontario,January,2006,1.0
Ontario,February,2006,
Ontario,March,2006,3.0
Ontario,April,2006,83.0
Ontario,May,2006,150.0
Ontario,June,2006,273.0
Ontario,July,2006,597.0
Ontario,August,2006,503.0
Ontario,September,2006,660.0
Ontario,October,2006,19.0
Ontario,November,2006,2.0
Ontario,December,2006,
Prince Edward Island,January,2006,0.0
Prince Edward Island,February,2006,0.0
Prince Edward Island,March,2006,9.0
Prince Edward Island,April,2006,10.0
Prince Edward Island,May,2006,13.0
Prince Edward Island,June,2006,2.0
Prince Edward Island,July,2006,0.0
Prince Edward Island,August,2006,1.0
Prince Edward Island,September,2006,0.0
Prince Edward Island,October,2006,0.0
Prince Edward Island,November,2006,1.0
Prince Edward Island,December,2006,0.0
Quebec,February,2006,
Quebec,March,2006,1.0
Quebec,April,2006,92.0
Quebec,May,2006,106.0
Quebec,June,2006,256.0
Quebec,July,2006,129.0
Quebec,August,2006,49.0
Quebec,September,2006,42.0
Quebec,October,2006,8.0
Quebec,November,2006,1.0
Quebec,December,2006,
Saskatchewan,January,2006,11.0
Saskatchewan,February,2006,19.0
Saskatchewan,March,2006,7.0
Saskatchewan,April,2006,79.0
Saskatchewan,May,2006,60.0
Saskatchewan,June,2006,204.0
Saskatchewan,July,2006,77.0
Saskatchewan,August,2006,41.0
Saskatchewan,September,2006,10.0
Saskatchewan,October,2006,3.0
Saskatchewan,November,2006,5.0
Saskatchewan,December,2006,9.0
Yukon,January,2006,
Yukon,March,2006,
Yukon,April,2006,1.0
Yukon,May,2006,3.0
Yukon,June,2006,32.0
Yukon,July,2006,36.0
Yukon,August,2006,5.0
Yukon,September,2006,2.0
Yukon,October,2006,1.0
Yukon,November,2006,
Yukon,December,2006,
Alberta,January,2007,6.0
Alberta,February,2007,3.0
Alberta,March,2007,9.0
Alberta,April,2007,129.0
Alberta,May,2007,238.0
Alberta,June,2007,264.0
Alberta,July,2007,410.0
Alberta,August,2007,163.0
Alberta,September,2007,66.0
Alberta,October,2007,59.0
Alberta,November,2007,26.0
Alberta,December,2007,5.0
British Columbia,January,2007,2.0
British Columbia,February,2007,2.0
British Columbia,March,2007,17.0
British Columbia,April,2007,76.0
British Columbia,May,2007,159.0
British Columbia,June,2007,109.0
British Columbia,July,2007,624.0
British Columbia,August,2007,518.0
British Columbia,September,2007,111.0
British Columbia,October,2007,18.0
British Columbia,November,2007,4.0
British Columbia,December,2007,1.0
Manitoba,January,2007,
Manitoba,February,2007,
Manitoba,March,2007,
Manitoba,April,2007,38.0
Manitoba,May,2007,53.0
Manitoba,June,2007,71.0
Manitoba,July,2007,161.0
Manitoba,August,2007,50.0
Manitoba,September,2007,9.0
Manitoba,October,2007,1.0
Manitoba,November,2007,
Manitoba,December,2007,
New Brunswick,March,2007,1.0
New Brunswick,April,2007,68.0
New Brunswick,May,2007,130.0
New Brunswick,June,2007,31.0
New Brunswick,July,2007,21.0
New Brunswick,August,2007,33.0
New Brunswick,September,2007,15.0
New Brunswick,October,2007,17.0
New Brunswick,November,2007,2.0
New Brunswick,December,2007,
Newfoundland and Labrador,January,2007,
Newfoundland and Labrador,March,2007,
Newfoundland and Labrador,April,2007,2.0
Newfoundland and Labrador,May,2007,19.0
Newfoundland and Labrador,June,2007,17.0
Newfoundland and Labrador,July,2007,10.0
Newfoundland and Labrador,August,2007,1.0
Newfoundland and Labrador,September,2007,6.0
Newfoundland and Labrador,October,2007,
Newfoundland and Labrador,November,2007,
Newfoundland and Labrador,December,2007,
Northwest Territories,January,2007,
Northwest Territories,February,2007,
Northwest Territories,April,2007,
Northwest Territories,May,2007,2.0
Northwest Territories,June,2007,79.0
Northwest Territories,July,2007,89.0
Northwest Territories,August,2007,14.0
Northwest Territories,September,2007,
Northwest Territories,October,2007,
Northwest Territories,November,2007,
Northwest Territories,December,2007,
Nova Scotia,January,2007,
Nova Scotia,March,2007,18.0
Nova Scotia,April,2007,148.0
Nova Scotia,May,2007,165.0
Nova Scotia,June,2007,16.0
Nova Scotia,July,2007,15.0
Nova Scotia,August,2007,19.0
Nova Scotia,September,2007,2.0
Nova Scotia,October,2007,3.0
Nova Scotia,November,2007,1.0
Ontario,January,2007,
Ontario,February,2007,2.0
Ontario,March,2007,15.0
Ontario,April,2007,105.0
Ontario,May,2007,235.0
Ontario,June,2007,92.0
Ontario,July,2007,201.0
Ontario,August,2007,423.0
Ontario,September,2007,49.0
Ontario,October,2007,5.0
Ontario,November,2007,1.0
Ontario,December,2007,
Prince Edward Island,January,2007,0.0
Prince Edward Island,February,2007,1.0
Prince Edward Island,March,2007,0.0
Prince Edward Island,April,2007,4.0
Prince Edward Island,May,2007,4.0
Prince Edward Island,June,2007,0.0
Prince Edward Island,July,2007,0.0
Prince Edward Island,August,2007,0.0
Prince Edward Island,September,2007,0.0
Prince Edward Island,October,2007,0.0
Prince Edward Island,November,2007,0.0
Prince Edward Island,December,2007,0.0
Quebec,February,2007,
Quebec,March,2007,
Quebec,April,2007,37.0
Quebec,May,2007,271.0
Quebec,June,2007,319.0
Quebec,July,2007,63.0
Quebec,August,2007,192.0
Quebec,September,2007,26.0
Quebec,October,2007,28.0
Quebec,November,2007,3.0
Quebec,December,2007,
Saskatchewan,January,2007,
Saskatchewan,February,2007,
Saskatchewan,March,2007,
Saskatchewan,April,2007,44.0
Saskatchewan,May,2007,78.0
Saskatchewan,June,2007,76.0
Saskatchewan,July,2007,124.0
Saskatchewan,August,2007,47.0
Saskatchewan,September,2007,3.0
Saskatchewan,October,2007,2.0
Saskatchewan,November,2007,
Saskatchewan,December,2007,
Yukon,January,2007,
Yukon,March,2007,
Yukon,April,2007,1.0
Yukon,May,2007,10.0
Yukon,June,2007,50.0
Yukon,July,2007,25.0
Yukon,August,2007,15.0
Yukon,September,2007,
Yukon,October,2007,10.0
Yukon,November,2007,
Yukon,December,2007,
Alberta,January,2008,12.0
Alberta,February,2008,4.0
Alberta,March,2008,20.0
Alberta,April,2008,103.0
Alberta,May,2008,438.0
Alberta,June,2008,342.0
Alberta,July,2008,414.0
Alberta,August,2008,221.0
Alberta,September,2008,75.0
Alberta,October,2008,87.0
Alberta,November,2008,23.0
Alberta,December,2008,4.0
British Columbia,January,2008,1.0
British Columbia,February,2008,2.0
British Columbia,March,2008,13.0
British Columbia,April,2008,117.0
British Columbia,May,2008,161.0
British Columbia,June,2008,170.0
British Columbia,July,2008,596.0
British Columbia,August,2008,780.0
British Columbia,September,2008,122.0
British Columbia,October,2008,66.0
British Columbia,November,2008,7.0
British Columbia,December,2008,3.0
Manitoba,January,2008,
Manitoba,February,2008,
Manitoba,March,2008,
Manitoba,April,2008,18.0
Manitoba,May,2008,154.0
Manitoba,June,2008,123.0
Manitoba,July,2008,40.0
Manitoba,August,2008,54.0
Manitoba,September,2008,6.0
Manitoba,October,2008,2.0
Manitoba,November,2008,
Manitoba,December,2008,
New Brunswick,March,2008,
New Brunswick,April,2008,14.0
New Brunswick,May,2008,81.0
New Brunswick,June,2008,13.0
New Brunswick,July,2008,33.0
New Brunswick,August,2008,14.0
New Brunswick,September,2008,11.0
New Brunswick,October,2008,2.0
New Brunswick,November,2008,
New Brunswick,December,2008,
Newfoundland and Labrador,January,2008,
Newfoundland and Labrador,March,2008,
Newfoundland and Labrador,April,2008,2.0
Newfoundland and Labrador,May,2008,33.0
Newfoundland and Labrador,June,2008,8.0
Newfoundland and Labrador,July,2008,14.0
Newfoundland and Labrador,August,2008,2.0
Newfoundland and Labrador,September,2008,7.0
Newfoundland and Labrador,October,2008,6.0
Newfoundland and Labrador,November,2008,
Newfoundland and Labrador,December,2008,
Northwest Territories,January,2008,
Northwest Territories,February,2008,
Northwest Territories,April,2008,
Northwest Territories,May,2008,8.0
Northwest Territories,June,2008,61.0
Northwest Territories,July,2008,85.0
Northwest Territories,August,2008,86.0
Northwest Territories,September,2008,
Northwest Territories,October,2008,
Northwest Territories,November,2008,
Northwest Territories,December,2008,
Nova Scotia,January,2008,
Nova Scotia,March,2008,2.0
Nova Scotia,April,2008,136.0
Nova Scotia,May,2008,45.0
Nova Scotia,June,2008,37.0
Nova Scotia,July,2008,19.0
Nova Scotia,August,2008,2.0
Nova Scotia,September,2008,3.0
Nova Scotia,October,2008,2.0
Nova Scotia,November,2008,1.0
Ontario,January,2008,
Ontario,February,2008,
Ontario,March,2008,
Ontario,April,2008,29.0
Ontario,May,2008,79.0
Ontario,June,2008,34.0
Ontario,July,2008,35.0
Ontario,August,2008,132.0
Ontario,September,2008,23.0
Ontario,October,2008,9.0
Ontario,November,2008,1.0
Ontario,December,2008,
Prince Edward Island,January,2008,0.0
Prince Edward Island,February,2008,0.0
Prince Edward Island,March,2008,0.0
Prince Edward Island,April,2008,0.0
Prince Edward Island,May,2008,0.0
Prince Edward Island,June,2008,0.0
Prince Edward Island,July,2008,4.0
Prince Edward Island,August,2008,0.0
Prince Edward Island,September,2008,0.0
Prince Edward Island,October,2008,0.0
Prince Edward Island,November,2008,0.0
Prince Edward Island,December,2008,0.0
Quebec,February,2008,
Quebec,March,2008,
Quebec,April,2008,33.0
Quebec,May,2008,77.0
Quebec,June,2008,36.0
Quebec,July,2008,18.0
Quebec,August,2008,35.0
Quebec,September,2008,12.0
Quebec,October,2008,9.0
Quebec,November,2008,2.0
Quebec,December,2008,
Saskatchewan,January,2008,1.0
Saskatchewan,February,2008,
Saskatchewan,March,2008,
Saskatchewan,April,2008,28.0
Saskatchewan,May,2008,161.0
Saskatchewan,June,2008,265.0
Saskatchewan,July,2008,98.0
Saskatchewan,August,2008,31.0
Saskatchewan,September,2008,7.0
Saskatchewan,October,2008,12.0
Saskatchewan,November,2008,
Saskatchewan,December,2008,
Yukon,January,2008,
Yukon,March,2008,
Yukon,April,2008,
Yukon,May,2008,11.0
Yukon,June,2008,40.0
Yukon,July,2008,6.0
Yukon,August,2008,10.0
Yukon,September,2008,2.0
Yukon,October,2008,1.0
Yukon,November,2008,
Yukon,December,2008,6.0
Alberta,January,2009,8.0
Alberta,February,2009,11.0
Alberta,March,2009,5.0
Alberta,April,2009,127.0
Alberta,May,2009,493.0
Alberta,June,2009,454.0
Alberta,July,2009,170.0
Alberta,August,2009,179.0
Alberta,September,2009,174.0
Alberta,October,2009,45.0
Alberta,November,2009,17.0
Alberta,December,2009,10.0
British Columbia,January,2009,8.0
British Columbia,February,2009,7.0
British Columbia,March,2009,19.0
British Columbia,April,2009,165.0
British Columbia,May,2009,197.0
British Columbia,June,2009,459.0
British Columbia,July,2009,1191.0
British Columbia,August,2009,632.0
British Columbia,September,2009,337.0
British Columbia,October,2009,49.0
British Columbia,November,2009,5.0
British Columbia,December,2009,2.0
Manitoba,January,2009,
Manitoba,February,2009,
Manitoba,March,2009,
Manitoba,April,2009,2.0
Manitoba,May,2009,35.0
Manitoba,June,2009,72.0
Manitoba,July,2009,21.0
Manitoba,August,2009,11.0
Manitoba,September,2009,26.0
Manitoba,October,2009,17.0
Manitoba,November,2009,1.0
Manitoba,December,2009,
New Brunswick,March,2009,
New Brunswick,April,2009,54.0
New Brunswick,May,2009,88.0
New Brunswick,June,2009,11.0
New Brunswick,July,2009,3.0
New Brunswick,August,2009,18.0
New Brunswick,September,2009,17.0
New Brunswick,October,2009,3.0
New Brunswick,November,2009,3.0
New Brunswick,December,2009,
Newfoundland and Labrador,January,2009,
Newfoundland and Labrador,March,2009,1.0
Newfoundland and Labrador,April,2009,26.0
Newfoundland and Labrador,May,2009,52.0
Newfoundland and Labrador,June,2009,27.0
Newfoundland and Labrador,July,2009,29.0
Newfoundland and Labrador,August,2009,4.0
Newfoundland and Labrador,September,2009,8.0
Newfoundland and Labrador,October,2009,
Newfoundland and Labrador,November,2009,
Newfoundland and Labrador,December,2009,
Northwest Territories,January,2009,1.0
Northwest Territories,February,2009,1.0
Northwest Territories,April,2009,1.0
Northwest Territories,May,2009,4.0
Northwest Territories,June,2009,15.0
Northwest Territories,July,2009,10.0
Northwest Territories,August,2009,13.0
Northwest Territories,September,2009,1.0
Northwest Territories,October,2009,
Northwest Territories,November,2009,
Northwest Territories,December,2009,
Nova Scotia,January,2009,
Nova Scotia,March,2009,4.0
Nova Scotia,April,2009,104.0
Nova Scotia,May,2009,46.0
Nova Scotia,June,2009,8.0
Nova Scotia,July,2009,7.0
Nova Scotia,August,2009,14.0
Nova Scotia,September,2009,7.0
Nova Scotia,October,2009,
Nova Scotia,November,2009,
Ontario,January,2009,1.0
Ontario,February,2009,
Ontario,March,2009,
Ontario,April,2009,24.0
Ontario,May,2009,110.0
Ontario,June,2009,140.0
Ontario,July,2009,42.0
Ontario,August,2009,20.0
Ontario,September,2009,46.0
Ontario,October,2009,6.0
Ontario,November,2009,
Ontario,December,2009,
Prince Edward Island,January,2009,0.0
Prince Edward Island,February,2009,0.0
Prince Edward Island,March,2009,0.0
Prince Edward Island,April,2009,3.0
Prince Edward Island,May,2009,5.0
Prince Edward Island,June,2009,0.0
Prince Edward Island,July,2009,0.0
Prince Edward Island,August,2009,0.0
Prince Edward Island,September,2009,0.0
Prince Edward Island,October,2009,0.0
Prince Edward Island,November,2009,0.0
Prince Edward Island,December,2009,0.0
Quebec,February,2009,
Quebec,March,2009,1.0
Quebec,April,2009,105.0
Quebec,May,2009,94.0
Quebec,June,2009,195.0
Quebec,July,2009,21.0
Quebec,August,2009,26.0
Quebec,September,2009,32.0
Quebec,October,2009,2.0
Quebec,November,2009,7.0
Quebec,December,2009,
Saskatchewan,January,2009,1.0
Saskatchewan,February,2009,
Saskatchewan,March,2009,
Saskatchewan,April,2009,59.0
Saskatchewan,May,2009,193.0
Saskatchewan,June,2009,201.0
Saskatchewan,July,2009,14.0
Saskatchewan,August,2009,17.0
Saskatchewan,September,2009,29.0
Saskatchewan,October,2009,
Saskatchewan,November,2009,1.0
Saskatchewan,December,2009,
Yukon,January,2009,
Yukon,March,2009,
Yukon,April,2009,
Yukon,May,2009,9.0
Yukon,June,2009,30.0
Yukon,July,2009,60.0
Yukon,August,2009,16.0
Yukon,September,2009,
Yukon,October,2009,
Yukon,November,2009,
Yukon,December,2009,3.0
Alberta,January,2010,7.0
Alberta,February,2010,6.0
Alberta,March,2010,48.0
Alberta,April,2010,338.0
Alberta,May,2010,381.0
Alberta,June,2010,349.0
Alberta,July,2010,506.0
Alberta,August,2010,174.0
Alberta,September,2010,49.0
Alberta,October,2010,62.0
Alberta,November,2010,26.0
Alberta,December,2010,3.0
British Columbia,January,2010,2.0
British Columbia,February,2010,2.0
British Columbia,March,2010,30.0
British Columbia,April,2010,135.0
British Columbia,May,2010,91.0
British Columbia,June,2010,132.0
British Columbia,July,2010,826.0
British Columbia,August,2010,392.0
British Columbia,September,2010,52.0
British Columbia,October,2010,54.0
British Columbia,November,2010,11.0
British Columbia,December,2010,4.0
Manitoba,January,2010,
Manitoba,February,2010,
Manitoba,March,2010,
Manitoba,April,2010,91.0
Manitoba,May,2010,62.0
Manitoba,June,2010,79.0
Manitoba,July,2010,211.0
Manitoba,August,2010,115.0
Manitoba,September,2010,27.0
Manitoba,October,2010,3.0
Manitoba,November,2010,1.0
Manitoba,December,2010,
